,bathrooms,bedrooms,longitude,latitude,price
30047,1.0,0,-73.9616,40.7677,3195
31433,1.0,2,-74.0019,40.7387,3450
30955,1.0,2,-73.9743,40.7438,3300
10788,2.0,2,-73.984,40.7645,5300
24794,1.0,1,-73.9863,40.745,4500
23713,1.0,0,-73.9955,40.7553,2500
46725,1.0,3,-73.9794,40.7363,3795
12515,1.0,2,-73.9782,40.7447,3250
5369,1.0,1,-73.9293,40.6989,2000
21421,1.0,2,-73.9732,40.7476,3395
8312,1.0,1,-73.9893,40.7739,2700
12836,1.0,2,-73.9965,40.7561,3200
34383,1.0,1,-73.9981,40.7372,3650
30378,1.0,3,-73.9918,40.7647,4495
21379,1.0,1,-73.9906,40.7626,2400
37961,2.0,3,-73.95100000000002,40.8029,3500
305,1.0,1,-73.9064,40.7735,2188
29615,1.0,1,-73.9832,40.7297,3250
44659,1.0,2,-74.0114,40.7025,3500
18493,1.0,1,-73.9708,40.7974,2695
1573,2.0,3,-73.9929,40.7389,4950
28386,3.0,3,-74.0148,40.716,15000
26516,1.0,1,-73.9838,40.77,4095
47503,1.0,1,-73.955,40.7686,2300
2148,1.0,1,-73.9462,40.7777,3195
407,1.0,1,-73.9617,40.7617,2850
10557,1.0,3,-73.9788,40.7413,4000
6670,1.0,1,-73.9539,40.7807,2750
43998,1.0,0,-73.9994,40.7419,2200
43791,1.0,2,-73.9883,40.7223,3500
9796,1.0,1,-73.9958,40.753,3175
31250,1.0,2,-73.9905,40.7656,1937
17781,1.0,1,-74.0058,40.7355,3795
10549,2.0,2,-73.9919,40.7448,6595
24479,1.0,1,-73.9809,40.7278,2590
33633,1.0,0,-73.9759,40.7871,2025
29525,1.0,2,-74.0028,40.7233,6000
43126,1.0,3,-73.9668,40.8015,4600
24255,1.0,1,-73.9784,40.7843,2695
20198,1.0,2,-73.9478,40.7817,2595
4647,1.0,2,-73.9781,40.7413,3450
2925,1.0,2,-73.9595,40.772,7895
4794,1.0,3,-73.9353,40.7956,3100
11595,0.0,0,-73.9985,40.7414,2300
44735,1.0,2,-74.0069,40.7056,2947
43521,1.0,2,-73.982,40.7418,2890
21058,1.0,0,-73.9827,40.7307,1850
38620,2.0,2,-73.9922,40.7556,4670
25796,1.0,0,-74.009,40.7215,8000
10835,1.0,0,-73.987,40.7604,2995
16427,2.0,3,-73.9705,40.7893,4487
28672,4.0,4,-73.9523,40.7912,16000
12989,1.0,1,-73.844,40.6927,1550
3149,1.0,2,-73.9788,40.7413,3500
5233,1.0,3,-73.9242,40.6552,1950
4721,1.0,2,-74.0133,40.7175,3595
26229,1.0,2,-73.9887,40.7293,3200
18523,1.0,1,-73.9805,40.743,3900
14704,1.0,0,-73.9755,40.7859,2250
40246,1.0,2,-73.9639,40.6944,2745
42328,1.0,1,-73.9891,40.7239,2100
33155,1.0,2,-73.9944,40.7518,3950
44986,2.0,3,-74.0109,40.7191,4300
3739,1.0,1,-73.9781,40.7778,3800
5436,1.0,2,-73.9866,40.7306,4200
12772,1.0,2,-73.9741,40.7447,3495
30795,1.0,2,-73.9892,40.7282,2500
9428,1.0,1,-73.9756,40.789,3425
1604,1.0,1,-74.0057,40.7084,3670
11986,1.0,2,-73.9825,40.7301,3595
45282,1.0,2,-73.9984,40.7545,2900
32728,1.0,2,-74.0163,40.7114,3675
5642,2.0,2,-73.971,40.7887,4500
2198,1.0,0,-73.9903,40.7486,2655
30733,1.0,2,-73.9346,40.8487,2200
9897,1.0,0,-73.9865,40.7301,2875
33028,2.0,4,-73.9828,40.7199,5895
9242,1.0,3,-74.0046,40.7073,3069
36765,2.0,2,-73.9832,40.728,3500
38875,1.0,0,-73.9628,40.7633,2750
39751,1.0,2,-73.9831,40.7301,2595
49071,1.0,2,-74.0112,40.718,5695
17464,1.0,2,-73.9647,40.7571,3300
1299,2.0,3,-74.0072,40.7067,4595
13307,1.0,2,-73.9756,40.7445,4215
43079,1.0,0,-73.9545,40.7724,1800
35993,1.0,0,-73.9671,40.7678,3250
28868,1.0,1,-74.0111,40.7061,3500
25088,1.0,3,-73.9421,40.7864,2900
23195,1.0,0,-73.9522,40.7663,2443
15897,1.0,1,-73.9863,40.7664,3495
8963,1.0,0,-73.9864,40.73,2700
36683,1.0,3,-73.9539,40.7721,3950
19897,1.0,0,-73.9268,40.8618,1400
16652,1.0,2,-73.9826,40.7236,3995
13125,1.0,2,-73.9481,40.7751,2650
25066,1.0,2,-73.9479,40.781,2850
2731,3.0,6,-73.9959,40.7344,12500
9984,1.0,0,-73.9875,40.7743,2100
47790,1.0,1,-73.9916,40.7452,4065
15504,1.0,1,-73.9665,40.7539,2575
22192,1.0,2,-74.0018,40.7268,4050
28889,1.0,2,-73.9751,40.7329,4025
30026,1.0,3,-73.9665,40.7944,4193
11419,1.0,1,-73.9497,40.7618,2495
44138,1.0,1,-73.9887,40.7752,3705
19420,1.0,1,-73.9838,40.7586,2800
6097,3.0,4,-73.9474,40.7847,6800
39570,1.0,1,-73.9425,40.7487,2950
1348,1.0,3,-73.9914,40.7647,4459
6597,1.0,3,-73.9668,40.7556,4495
32721,1.0,0,-73.9776,40.7461,2200
4091,1.0,0,-73.9903,40.7486,2673
10771,1.0,1,-73.9586,40.5837,2200
1684,1.0,1,-73.9922,40.7673,3025
31677,1.0,1,-73.9537,40.7768,2600
18251,1.0,1,-73.9935,40.764,1875
24006,1.0,2,-73.969,40.7517,3400
25795,1.0,0,-73.9561,40.7695,1700
48935,1.0,2,-73.9787,40.7269,2400
26334,0.0,3,-73.9556,40.776,9000
12670,1.0,2,-73.9987,40.7322,3500
18454,1.0,1,-74.0046,40.7073,2950
31106,1.0,2,-73.9982,40.7568,3200
22756,1.0,1,-74.0049,40.7321,3650
3013,1.0,2,-73.9883,40.7206,3600
38905,2.0,3,-74.0329,40.7367,4945
24556,1.0,1,-73.9946,40.7242,3375
41811,1.0,2,-73.9982,40.7568,3000
38469,1.0,2,-73.919,40.6935,1900
586,1.0,1,-73.9907,40.7632,2595
26371,2.0,4,-73.9842,40.7242,8000
26622,1.0,2,-73.9222,40.7663,2690
5449,1.0,1,-73.9809,40.776,2800
24946,2.0,2,-74.0042,40.7373,6195
47362,1.0,2,-74.0109,40.7191,5095
42760,1.0,2,-73.9915,40.7678,3693
22073,1.0,0,-74.0017,40.7502,2150
15664,1.0,1,-73.9506,40.7716,3600
8810,1.0,0,-73.9929,40.7714,3400
2772,2.0,2,-73.9823,40.7344,4295
35216,2.0,2,-73.986,40.6927,4000
15625,1.0,4,-73.9885,40.7611,5900
36007,1.0,1,-73.9469,40.7773,2700
10257,1.0,1,-74.0026,40.7381,4100
9598,1.0,1,-74.0055,40.7331,3695
38853,1.0,1,-73.9486,40.7838,1875
24578,2.0,3,-73.983,40.6969,3425
17007,1.0,1,-74.0009,40.7338,5125
25280,1.0,1,-73.9867,40.7471,4350
12656,1.0,0,-73.9938,40.7636,1750
42531,1.0,0,-73.9582,40.7656,1825
34474,2.0,3,-73.9461,40.7661,5295
41316,1.0,1,-73.9509,40.773,2100
12282,1.0,1,-73.9518,40.7768,3200
38697,1.0,2,-74.0003,40.7301,3490
4953,1.0,1,-73.9782,40.7749,2760
38879,1.0,0,-73.9848,40.7635,2450
22138,2.0,2,-73.9928,40.7551,6095
30941,1.0,2,-73.97399999999998,40.7446,3200
4765,1.0,1,-74.0018,40.7388,3450
48061,1.0,2,-73.9798,40.7258,2980
37967,1.0,2,-73.9578,40.8198,2695
22570,1.0,0,-73.9572,40.7459,2395
43810,1.0,1,-73.9817,40.7311,3930
38800,1.5,3,-73.9884,40.731,3840
32291,1.0,3,-74.0081,40.7078,4595
14908,1.0,2,-73.9838,40.7287,3295
12179,1.0,1,-73.9608,40.7147,2600
12111,1.0,1,-73.9541,40.7995,2100
19878,1.0,0,-74.0085,40.7387,3475
20446,1.0,2,-73.969,40.7517,3290
17477,2.0,3,-73.9999,40.7424,5175
24743,1.0,2,-73.9956,40.7488,3000
27683,2.0,5,-74.0076,40.7151,9000
30556,1.0,0,-73.9864,40.7399,2750
32982,1.0,1,-73.9609,40.7619,2700
30531,1.0,1,-73.99,40.7601,2400
1450,1.5,3,-73.8733,40.7282,1900
40225,1.0,0,-74.0036,40.7399,2600
25547,1.0,1,-73.9626,40.6513,1950
30188,1.0,1,-73.9934,40.7522,3950
2105,1.0,1,-73.9722,40.6368,1725
44979,1.0,2,-73.9544,40.7805,3500
5775,2.0,2,-73.9861,40.7721,7500
4006,1.0,2,-74.0043,40.7238,3295
36586,1.0,2,-73.9358,40.8423,1700
32429,1.0,2,-73.9361,40.8456,2295
37397,1.0,1,-73.986,40.7609,4095
1122,1.0,2,-73.8811,40.7005,1800
5900,0.0,1,-73.9134,40.6865,1900
14655,1.0,2,-74.0059,40.7088,2595
13737,1.0,2,-73.9809,40.7299,3350
7917,1.0,0,-73.9497,40.7618,1950
14009,2.0,2,-73.9899,40.7654,4095
44787,1.0,1,-73.9945,40.7234,3695
26727,1.0,1,-73.9815,40.7396,3195
11696,1.0,2,-73.949,40.7715,2700
40295,1.0,2,-73.9503,40.7845,2700
32060,1.0,1,-74.001,40.7296,2650
11032,1.0,2,-73.9874,40.7213,3650
31821,1.0,1,-73.9344,40.7669,2400
15386,1.0,0,-73.95100000000002,40.7723,2445
877,1.0,2,-73.9794,40.645,2195
27285,1.0,1,-74.0008,40.7476,2679
6503,1.0,1,-74.009,40.7047,3700
40805,2.0,4,-73.9515,40.7779,5000
40052,1.0,1,-73.9529,40.7709,2150
21310,2.0,4,-73.9865,40.7348,4950
25043,1.0,2,-73.9887,40.7401,4500
40061,1.0,2,-73.9391,40.8259,2108
25158,2.0,2,-73.9651,40.7748,8000
13812,1.0,1,-73.9925,40.7598,2500
8570,1.0,2,-73.9413,40.825,1595
22318,1.0,2,-74.0106,40.7236,5995
13413,3.5,3,-73.9597,40.769,12500
1584,1.0,3,-73.9024,40.6959,2850
35671,1.0,2,-74.0002,40.6438,1600
13441,1.0,2,-73.9804,40.73,3795
40130,1.0,1,-73.9818,40.7468,2900
21850,1.0,2,-73.9898,40.7198,3050
35206,1.0,1,-73.9789,40.7743,4000
38205,1.0,3,-73.9996,40.7423,4995
6570,1.0,1,-73.9865,40.7348,4900
6225,1.0,0,-73.9608,40.7689,2895
25770,1.0,1,-73.938,40.8537,1950
43960,1.0,2,-73.857,40.9019,1650
44513,1.0,1,-74.0023,40.7382,4050
39143,1.0,0,-74.0047,40.7334,3550
5890,2.0,3,-74.0046,40.7073,5100
6283,1.0,2,-74.0129,40.7027,3000
37127,1.0,2,-73.9881,40.6655,2700
18376,1.0,2,-73.988,40.7644,3395
28060,3.0,3,-73.9603,40.7695,7900
24000,1.0,0,-73.9885,40.7248,2350
36453,1.0,0,-73.9848,40.7635,2450
14889,1.0,0,-73.9814,40.7768,2500
19088,2.0,3,-73.985,40.747,4675
15327,1.0,0,-73.9617,40.7604,2700
42883,1.0,0,-73.9673,40.6845,1675
10936,1.0,1,-73.9789,40.7491,3350
41265,1.0,2,-73.9724,40.7976,3395
33017,1.0,2,-73.9416,40.8163,2300
21990,1.0,1,-73.9429,40.6394,1395
43925,1.0,0,-73.9622,40.7588,2895
37888,1.0,1,-73.9986,40.7296,2795
14804,1.0,1,-73.9938,40.7376,3680
31861,1.0,0,-74.0006,40.7383,2500
16376,1.0,2,-73.9892,40.7239,3400
41441,3.0,3,-73.9798,40.7667,10000
28896,1.0,1,-74.0069,40.7074,3192
40122,2.0,2,-73.9591,40.7689,5200
38604,1.0,0,-73.9904,40.7674,1750
15294,1.0,1,-73.9898,40.6599,1850
44266,1.0,2,-73.9864,40.7399,4000
27225,1.0,0,-73.9903,40.7674,2750
36893,1.0,1,-73.9535,40.7838,4300
32024,1.0,3,-73.9517,40.7831,3650
12211,1.0,0,-73.9616,40.7677,2900
39795,1.0,3,-73.9478,40.7783,4800
33441,1.0,3,-74.0096,40.7036,3500
36580,1.0,2,-73.9683,40.7549,3285
47709,1.0,0,-73.9915,40.7678,3240
23980,1.0,1,-73.9425,40.7487,2850
4296,0.0,2,-73.9715,40.7931,2950
11851,1.0,1,-73.9558,40.773,2350
46907,1.0,1,-74.016,40.7052,3200
43116,1.0,1,-73.9965,40.7476,2600
39506,1.0,1,-73.9831,40.776,3825
42096,1.0,0,-73.9576,40.7708,2250
17949,1.0,1,-73.9402,40.752,2750
33100,1.0,0,-73.9455,40.7767,1849
43240,1.0,1,-73.9538,40.7713,2500
40898,1.0,0,-73.9757,40.7462,2652
43708,1.0,0,-73.98,40.6896,2375
23399,1.0,1,-73.9857,40.7283,2695
43344,1.0,3,-73.9405,40.7863,2975
35906,1.0,2,-73.9984,40.7177,3995
30966,2.0,4,-73.9526,40.8242,4300
32102,1.0,1,-73.9889,40.7264,3300
43652,2.0,2,-73.976,40.7845,4900
6641,1.0,2,-73.9789,40.7491,3100
27783,1.0,0,-74.0149,40.708,2500
37907,1.0,1,-73.9886,40.7751,3860
3939,2.0,2,-73.9982,40.7568,4800
18594,1.0,1,-73.9529,40.8169,1825
30772,1.0,2,-73.962,40.6352,1950
6114,1.0,3,-73.9382,40.8367,2600
41455,3.0,3,-73.9528,40.7796,12000
11262,1.0,2,-73.9486,40.7104,3400
32121,1.0,1,-73.971,40.7863,3620
42287,1.0,0,-74.0015,40.7383,2950
33500,1.0,4,-73.9598,40.7994,5000
40869,1.0,0,-74.0065,40.7081,2900
2155,1.0,3,-73.9892,40.7482,3700
41175,1.0,2,-73.8833,40.7536,2350
48069,1.0,2,-73.9651,40.7573,2950
32930,1.0,3,-73.9487,40.7805,4200
1198,1.0,1,-73.9209,40.7056,2000
28228,1.0,1,-74.0027,40.6402,1450
34283,1.0,1,-73.9517,40.7831,2350
3776,1.0,0,-73.9685,40.7981,1945
37812,1.0,1,-73.9826,40.7186,2700
34779,1.0,1,-73.9741,40.7447,2495
958,1.0,3,-73.9325,40.8476,2875
17675,4.0,4,-73.9524,40.823,4000
16940,1.0,3,-73.9731,40.7852,4100
1468,1.0,3,-73.9576,40.8034,4000
27755,2.0,3,-73.9779,40.7413,4795
2767,1.0,0,-73.9933,40.7366,2800
5393,1.0,0,-74.0038,40.7404,2100
16161,1.0,1,-73.9922,40.7248,4900
48533,1.0,1,-74.0165,40.7109,2395
10493,1.0,0,-74.0149,40.708,2775
17113,1.0,1,-73.9426,40.8183,1800
41688,1.0,1,-74.0047,40.7334,5350
42815,2.0,3,-73.9841,40.742,5800
38773,1.0,1,-74.0033,40.7257,2995
21081,1.0,2,-73.9724,40.7923,4000
18616,2.0,2,-73.9515,40.7779,3725
15627,1.0,1,-74.0026,40.7512,4015
41899,1.0,1,-73.9947,40.7461,3850
6582,1.0,0,-73.8246,40.7674,1450
26462,2.0,4,-73.9993,40.7615,8000
3284,1.0,1,-73.9682,40.7537,2000
13823,1.0,1,-73.8573,40.7263,1750
17442,3.5,5,-73.9796,40.7402,8200
31122,2.0,3,-73.9545,40.8034,4000
29276,1.0,2,-73.9353,40.8442,1850
27049,1.0,0,-73.959,40.7667,1990
12289,1.0,1,-73.9238,40.7718,2395
15884,0.0,0,-73.9772,40.7901,3000
14775,1.0,1,-74.0017,40.7274,4199
32843,1.0,2,-73.9846,40.7471,3775
40458,1.0,2,-74.0095,40.7054,3450
27455,1.0,0,-74.0095,40.7095,3050
43835,1.0,1,-73.9885,40.7396,3295
3619,1.0,0,-74.0059,40.7075,2595
22572,1.0,2,-74.0161,40.7053,3600
42677,1.0,2,-74.0044,40.7231,3625
24201,2.0,3,-73.9594,40.7681,4250
8796,1.0,1,-74.0078,40.7365,4495
41911,1.0,0,-74.0149,40.708,2695
38000,1.0,2,-73.9529,40.7671,2500
15540,4.0,6,-73.9545,40.8018,12820
45811,1.0,3,-73.9392,40.8267,2595
15826,1.0,1,-73.9727,40.7436,3453
13915,1.0,0,-73.9831,40.7377,3895
36641,1.0,0,-73.954,40.7769,2625
21270,1.0,2,-73.9603,40.7695,4000
36470,1.0,2,-73.9504,40.7868,4900
8828,1.0,0,-73.9922,40.7673,2500
32564,1.0,0,-73.9963,40.7606,2490
5750,1.0,0,-73.9984,40.7545,2500
12882,1.0,1,-73.976,40.7803,3540
33376,1.0,1,-73.999,40.761,2995
22389,1.0,3,-73.9404,40.7992,3300
1244,1.0,2,-74.0061,40.7083,3095
1575,1.0,1,-73.9444,40.7802,3295
28803,2.0,1,-73.9531,40.7769,2850
18049,1.0,1,-73.9256,40.7656,1850
47940,1.0,1,-73.9055,40.8591,1275
11394,1.0,0,-73.9501,40.774,2400
27879,1.0,0,-74.0076,40.7047,2988
19091,1.0,3,-73.9401,40.8438,3100
37195,1.0,1,-73.9404,40.8294,2000
8743,1.0,0,-73.9875,40.7494,2750
39911,1.0,1,-73.9493,40.7796,2200
5808,1.0,1,-73.9789,40.7491,3600
29270,2.0,3,-73.928,40.6971,3200
15085,1.0,3,-74.0109,40.7068,4380
26869,1.0,2,-73.936,40.8127,2350
25986,1.0,0,-74.0047,40.7334,3350
29664,1.0,2,-73.9789,40.7425,4595
18706,2.0,2,-73.9876,40.7269,4450
20415,1.0,3,-74.0044,40.7231,3941
47429,1.0,2,-73.9192,40.6908,2200
20890,1.0,3,-73.985,40.7628,4995
40737,1.0,1,-73.9757,40.7486,4000
16692,1.0,1,-73.9757,40.7444,4300
48276,1.0,1,-73.9688,40.7564,2995
8992,1.0,1,-73.955,40.5765,1850
27807,1.0,1,-74.0057,40.7084,3705
37148,1.0,0,-73.9654,40.7554,1975
33817,1.0,2,-73.9571,40.7765,3300
41456,1.0,2,-73.9902,40.7733,3100
21509,1.0,0,-74.0065,40.7081,3350
41511,2.5,2,-73.9937,40.743,5495
20978,2.0,2,-73.9743,40.7521,6725
3926,1.0,1,-73.9538,40.7713,2500
22927,1.0,1,-74.0103,40.7053,4850
37267,2.0,2,-74.0148,40.7182,7700
33718,1.0,2,-73.9757,40.7462,3200
25623,1.0,1,-73.9609,40.6533,1700
32921,1.0,0,-73.9164,40.8815,1250
26057,1.0,1,-73.9259,40.7636,1895
34610,2.0,3,-73.9962,40.7593,5790
20407,1.0,1,-74.0095,40.7054,2600
9957,1.0,1,-73.9551,40.7462,2900
44195,1.0,2,-73.9479,40.8246,1995
4193,1.0,1,-73.9541,40.6711,2200
28949,2.0,2,-73.9734,40.7897,6224
33575,1.0,2,-73.9978,40.7612,3300
27587,1.0,1,-74.0038,40.74,3350
40575,1.5,2,-73.979,40.7806,4450
25678,1.0,2,-74.0115,40.7076,3460
22103,1.0,2,-73.9484,40.7104,2829
39781,0.0,0,-73.9546,40.7202,2900
47129,1.0,0,-74.0129,40.7157,2884
15513,1.0,1,-73.9754,40.7444,3650
22253,1.0,0,-73.9774,40.7835,2375
6424,2.0,3,-73.9851,40.7388,5850
21135,1.0,2,-73.9477,40.7739,2895
5004,1.0,1,-73.9964,40.7441,3400
13771,1.0,2,-73.9978,40.7612,5008
13729,1.0,2,-73.9362,40.6929,2200
11223,1.0,0,-74.001,40.7344,2500
22921,1.0,1,-73.9805,40.7399,2550
3721,1.5,4,-73.9437,40.8374,3595
28782,3.0,2,-73.9735,40.7469,7300
14226,1.0,3,-73.9194,40.7607,2995
1129,1.0,1,-73.9747,40.7901,2795
48514,1.0,2,-73.9815,40.7396,3795
22082,1.0,1,-73.9487,40.7734,2395
36758,1.0,3,-73.9529,40.7693,3600
10419,2.0,3,-74.0043,40.6567,2200
44884,2.0,2,-73.8079,40.7288,2260
40115,3.0,4,-74.0149,40.7169,12000
36480,1.0,1,-74.0013,40.7081,3050
12933,1.0,0,-73.99600000000002,40.7379,2995
13149,1.0,3,-74.0022,40.7306,5295
21024,1.0,3,-73.9822,40.7407,5500
19981,1.0,1,-74.0053,40.7456,3950
46883,1.0,1,-73.9961,40.7373,4422
14003,1.0,3,-74.0069,40.7074,3550
5278,1.0,2,-73.9789,40.7425,3200
4268,1.0,1,-73.986,40.7292,2500
25090,1.0,0,-73.9934,40.7366,2900
46361,1.0,3,-74.0103,40.7068,3230
29461,1.0,2,-73.9174,40.8696,2500
37708,1.0,2,-73.9701,40.7604,3500
31623,0.0,2,-73.9481,40.7751,2625
38412,1.0,3,-74.0258,40.6226,2200
43145,0.0,0,-73.9879,40.7636,975
4507,1.0,1,-74.0059,40.7088,2700
25006,1.0,2,-73.97399999999998,40.7446,3795
38789,1.0,1,-73.9855,40.7486,2650
38765,1.0,1,-73.9849,40.7628,2895
41967,1.0,2,-74.0022,40.7505,4000
47552,1.0,3,-73.8486,40.6772,2200
24108,2.0,2,-73.9676,40.7933,5000
19798,1.0,1,-73.9782,40.7749,2700
30393,1.0,0,-73.9596,40.7133,2200
26982,1.0,0,-73.9917,40.7709,2500
45018,1.0,0,-73.9566,40.7729,2100
9926,2.0,4,-73.9782,40.7416,6750
15803,2.0,4,-73.9865,40.7348,7200
11045,2.0,3,-74.0016,40.7318,6400
20155,2.0,5,-73.9943,40.7194,7000
42834,1.0,2,-73.9725,40.7436,3300
43765,2.0,1,-74.0099,40.7062,6530
46853,1.0,0,-73.9401,40.7515,2100
8907,1.0,2,-73.9568,40.8036,3100
40346,1.0,1,-73.9532,40.7741,2400
8718,2.0,2,-74.0143,40.71,4900
31447,2.0,2,-73.9812,40.7432,3300
21559,1.0,3,-73.9871,40.7298,4850
5236,1.0,2,-73.9705,40.7893,3195
8505,1.0,1,-74.0157,40.7064,3425
35326,1.0,0,-74.0038,40.7406,2450
2192,1.0,2,-73.9648,40.7535,3250
45870,2.0,3,-73.9846,40.7228,4900
34035,1.0,1,-73.9831,40.6952,3000
24901,1.0,2,-73.9626,40.8051,3500
21743,1.0,3,-73.9566,40.6895,2750
24508,1.0,1,-74.0047,40.7332,3350
36159,2.0,4,-73.967,40.7688,5800
25683,1.0,2,-73.9958,40.753,3400
17691,2.0,3,-73.9982,40.7568,4900
3066,1.0,3,-73.9831,40.7377,5495
48472,1.0,0,-73.9406,40.8292,1550
33235,1.0,1,-74.008,40.7321,6725
1273,1.0,1,-73.9772,40.7412,3000
48019,2.0,3,-73.9832,40.7352,4904
45646,1.0,2,-74.002,40.7313,3125
10150,1.0,1,-73.9964,40.7441,3400
30970,0.0,0,-73.9483,40.7808,1825
7769,1.0,1,-73.9847,40.7751,5100
36249,1.0,2,-73.9702,40.7521,3692
45057,1.0,1,-73.9483,40.7775,2550
9449,2.0,3,-73.9497,40.7844,4000
24860,2.0,3,-73.9913,40.7585,5500
20614,1.0,1,-73.9603,40.8136,1795
12118,1.0,1,-73.9934,40.7366,4600
32906,1.5,4,-73.9482,40.8291,3850
10128,2.0,3,-73.9944,40.7548,4800
32447,1.0,2,-73.9354,40.7946,2100
30550,1.0,1,-73.9603,40.7694,3450
31195,1.0,0,-74.0091,40.7098,2165
12161,1.0,2,-73.9723,40.7952,3200
14360,1.0,3,-74.0149,40.708,3050
39533,1.0,2,-73.955,40.7087,3700
41093,1.0,0,-73.9496,40.7803,1825
26713,1.0,2,-73.9763,40.7465,2800
34337,1.0,0,-73.9578,40.8198,1750
994,1.0,2,-73.9817,40.7319,4233
2512,1.0,1,-73.94,40.7133,2970
46063,1.0,1,-73.968,40.7976,2550
11903,1.0,2,-73.9727,40.7436,3197
47685,1.0,0,-73.9742,40.796,2600
9471,2.0,5,-73.9295,40.8569,4000
25485,1.0,1,-73.9446,40.7797,2995
8669,2.0,3,-73.9609,40.6883,5950
7620,1.0,1,-71.006,42.2509,1670
5377,1.0,3,-73.9421,40.8343,2750
22740,1.0,1,-73.98100000000002,40.7287,2899
36575,1.0,0,-73.9904,40.7631,2000
32117,1.0,2,-73.9392,40.8021,2275
32632,1.0,0,-73.9748,40.7481,2700
34715,1.0,0,-73.9875,40.7494,2600
43775,2.0,2,-73.9897,40.7337,6500
46757,1.0,1,-73.9819,40.7386,2900
9648,2.0,3,-73.9978,40.7612,5198
35904,1.0,1,-73.9808,40.7482,4950
9316,1.0,1,-73.9402,40.6663,1800
23815,2.0,2,-73.9929,40.7714,6250
46957,1.0,0,-73.9757,40.7462,2700
27962,1.0,0,-73.9678,40.754,2575
4213,1.0,0,-73.9801,40.7492,1825
32893,1.0,2,-73.9801,40.7207,3345
30172,1.0,1,-73.9242,40.6872,1800
39190,1.0,1,-73.9933,40.7366,4600
40133,2.0,3,-73.9939,40.7239,6400
15280,1.0,0,-73.9791,40.739,2395
30362,1.0,3,-74.0162,40.7056,3750
46192,1.0,3,-73.96600000000002,40.8012,4600
36290,1.5,1,-73.9734,40.7488,4500
8777,1.0,0,-73.9968,40.7457,2725
13539,1.0,1,-74.0047,40.7329,4850
5150,1.0,2,-73.9705,40.7893,3200
28073,1.0,2,-73.9378,40.7981,2000
49106,1.0,2,-73.9379,40.8377,2300
26570,1.0,1,-73.97710000000002,40.7269,2450
30840,3.0,4,-73.9549,40.7888,16000
46034,2.0,3,-73.9472,40.7804,9100
15516,1.0,0,-74.0089,40.7045,3181
7924,1.0,1,-73.9481,40.7723,2600
4250,1.0,1,-73.9461,40.779,2100
5496,1.0,3,-73.9975,40.743,5600
33641,1.0,2,-73.9788,40.7421,3495
48886,1.0,1,-73.9928,40.7551,3695
27012,1.0,1,-73.9961,40.7191,2850
14019,2.0,4,-73.9765,40.7489,6200
39595,2.0,2,-73.9079,40.8906,2300
35337,0.0,2,-73.9812,40.7281,3300
21640,2.0,2,-73.942,40.7874,2830
34563,1.0,0,-74.0076,40.7047,2750
849,1.0,1,-73.99,40.7601,2595
19142,1.0,0,-73.9516,40.7751,1850
48051,1.0,1,-73.8584,40.7267,1750
36471,1.0,2,-74.0112,40.718,5395
32323,2.0,2,-73.9854,40.7619,5957
12155,2.0,2,-74.0016,40.7371,5000
34829,2.0,4,-73.9836,40.72,6495
2904,1.0,0,-73.956,40.7472,2730
24651,1.0,1,-73.9542,40.7758,2500
25265,2.0,4,-73.9523,40.7805,4500
45402,1.0,0,-74.0078,40.7114,2395
25091,1.0,2,-73.9982,40.7568,2995
45858,3.0,3,-73.9826,40.7787,15000
5866,1.0,0,-73.9848,40.7635,2695
10548,2.0,5,-73.9787,40.7269,5300
40276,1.0,2,-73.9476,40.7817,2800
39672,1.0,2,-73.9863,40.745,5000
45873,1.0,2,-73.9982,40.7568,3050
24824,1.0,0,-74.0081,40.7496,4495
27787,1.0,2,-73.9765,40.7483,4000
40906,1.0,0,-73.9757,40.7462,2775
19251,2.0,3,-73.9874,40.7392,7200
30671,1.0,1,-73.9571,40.773,2450
7058,1.0,1,-74.0038,40.74,4100
18424,1.0,0,-74.0026,40.726,2295
46448,1.0,2,-73.99,40.7648,3200
17814,1.0,2,-73.9829,40.7304,2800
416,1.0,2,-73.9466,40.7803,2595
46032,1.0,1,-73.9789,40.7744,4100
27998,1.0,0,-74.0078,40.7365,2895
17705,1.0,2,-73.9857,40.7358,3500
10852,3.5,3,-73.9703,40.786,14995
23474,1.0,2,-73.9821,40.739,3775
39176,1.0,1,-73.9799,40.6777,2550
41783,2.0,2,-73.9863,40.745,5700
10188,1.0,1,-73.993,40.7715,3780
45059,1.0,1,-73.9819,40.7386,2695
5274,1.0,3,-73.9794,40.6783,3850
32232,2.0,3,-73.9849,40.7404,5500
44963,1.0,2,-73.9815,40.7396,3795
37944,1.0,1,-73.9504,40.7802,1900
3289,1.0,1,-74.0055,40.7111,4180
49109,1.0,2,-73.9908,40.7599,2995
12527,1.0,3,-73.9961,40.7131,3200
34848,1.0,1,-73.9413,40.8055,2000
16522,1.0,1,-73.9506,40.7716,3650
9130,1.0,2,-73.9168,40.8683,1525
13346,1.0,1,-74.0149,40.708,2400
32596,1.0,3,-73.9557,40.8207,3000
39993,2.0,2,-73.9863,40.745,7000
5228,2.0,2,-73.9789,40.7492,4760
32572,1.0,0,-73.9909,40.678,2450
36794,1.0,2,-73.9488,40.7972,3100
35831,1.0,1,-74.0056,40.7354,2789
